100.000000 9.990288e-01
100.000000 9.990288e-01
125.000000 9.998775e-01
150.000000 9.999007e-01
175.000000 9.998702e-01
200.000000 9.998371e-01
225.000000 9.997412e-01
250.000000 9.997049e-01
275.000000 9.996209e-01
300.000000 9.990901e-01
325.000000 9.982145e-01
350.000000 9.973901e-01
375.000000 9.969561e-01
400.000000 9.970042e-01
425.000000 9.974156e-01
450.000000 9.980038e-01
475.000000 9.984832e-01
500.000000 9.986398e-01
525.000000 9.983894e-01
550.000000 9.976420e-01
575.000000 9.965414e-01
600.000000 9.950686e-01
625.000000 9.935498e-01
650.000000 9.918987e-01
675.000000 9.902774e-01
700.000000 9.888115e-01
725.000000 9.875598e-01
750.000000 9.865197e-01
775.000000 9.855963e-01
800.000000 9.848952e-01
825.000000 9.842556e-01
850.000000 9.837459e-01
875.000000 9.832638e-01
900.000000 9.828054e-01
925.000000 9.821889e-01
950.000000 9.813744e-01
975.000000 9.803736e-01
1000.000000 9.790355e-01
1025.000000 9.773151e-01
1050.000000 9.750927e-01
1075.000000 9.725298e-01
1100.000000 9.693450e-01
1125.000000 9.655110e-01
1150.000000 9.609952e-01
1175.000000 9.557529e-01
1200.000000 9.498244e-01
1225.000000 9.432906e-01
1250.000000 9.356944e-01
1275.000000 9.272112e-01
1300.000000 9.179250e-01
