91.000000 9.909153e-01
91.900000 9.928869e-01
92.800000 9.944585e-01
93.700000 9.957000e-01
94.600000 9.966718e-01
95.500000 9.974243e-01
96.400000 9.979989e-01
97.300000 9.984289e-01
98.200000 9.987396e-01
99.100000 9.989505e-01
100.000000 9.990755e-01
100.900000 9.991221e-01
101.800000 9.990922e-01
102.700000 9.989828e-01
103.600000 9.987851e-01
104.500000 9.984839e-01
105.400000 9.980581e-01
106.300000 9.974779e-01
107.200000 9.967060e-01
108.100000 9.956956e-01
819.000000 1.187170e-01
835.199997 2.430189e-01
851.400002 4.299682e-01
867.599998 6.524231e-01
883.799999 8.430467e-01
900.000000 9.215023e-01
916.200001 8.463745e-01
932.400002 6.489695e-01
948.599998 4.129709e-01
964.800003 2.169176e-01
198.000000 9.993471e-01
198.400000 9.993338e-01
198.800000 9.993193e-01
199.200000 9.993036e-01
199.600000 9.992867e-01
200.000000 9.992685e-01
200.400000 9.992489e-01
200.800000 9.992279e-01
201.200000 9.992053e-01
201.600000 9.991814e-01
202.000000 9.991556e-01
297.000000 9.948412e-01
297.600000 9.951055e-01
298.200000 9.953489e-01
298.800000 9.955707e-01
299.400000 9.957721e-01
300.000000 9.959532e-01
300.600000 9.961146e-01
301.200000 9.962568e-01
301.800000 9.963797e-01
302.400000 9.964840e-01
396.000000 9.966075e-01
396.800000 9.965641e-01
397.600000 9.965179e-01
398.400000 9.964685e-01
399.200000 9.964152e-01
400.000000 9.963578e-01
400.800000 9.962956e-01
401.600000 9.962281e-01
402.400000 9.961548e-01
403.200000 9.960748e-01
404.000000 9.959876e-01
495.000000 9.834740e-01
496.000000 9.841231e-01
497.000000 9.846517e-01
498.000000 9.850550e-01
499.000000 9.853293e-01
500.000000 9.854708e-01
501.000000 9.854755e-01
502.000000 9.853394e-01
503.000000 9.850595e-01
504.000000 9.846314e-01
505.000000 9.840518e-01
594.000000 9.703168e-01
595.200000 9.726509e-01
596.400000 9.745538e-01
597.600000 9.760176e-01
598.800000 9.770345e-01
600.000000 9.775970e-01
601.200000 9.776989e-01
602.400000 9.773345e-01
603.600000 9.764991e-01
604.800000 9.751874e-01
693.000000 9.579133e-01
694.400000 9.623717e-01
695.800000 9.659688e-01
697.200000 9.686879e-01
698.600000 9.705145e-01
700.000000 9.714374e-01
701.400000 9.714466e-01
702.800000 9.705356e-01
704.200000 9.687007e-01
705.600000 9.659399e-01
707.000000 9.622554e-01
792.000000 9.364267e-01
793.600000 9.431447e-01
795.200000 9.485127e-01
796.800000 9.524986e-01
798.400000 9.550778e-01
800.000000 9.562311e-01
801.600000 9.559456e-01
803.200000 9.542148e-01
804.800000 9.510393e-01
806.400000 9.464258e-01
808.000000 9.403884e-01
891.000000 8.957190e-01
892.800000 9.046460e-01
894.600000 9.117359e-01
896.400000 9.169339e-01
898.200000 9.201987e-01
900.000000 9.215023e-01
901.800000 9.208270e-01
903.600000 9.181688e-01
905.400000 9.135365e-01
907.200000 9.069520e-01
909.000000 8.984493e-01
990.000000 8.303895e-01
992.000000 8.411714e-01
994.000000 8.496814e-01
996.000000 8.558432e-01
998.000000 8.595956e-01
1000.000000 8.608973e-01
1002.000000 8.597310e-01
1004.000000 8.560987e-01
1006.000000 8.500243e-01
1008.000000 8.415525e-01
1010.000000 8.307502e-01
