100.000000 9.978054e-01
125.000000 9.964879e-01
150.000000 9.908525e-01
175.000000 9.897412e-01
200.000000 9.931330e-01
225.000000 9.932093e-01
250.000000 9.872172e-01
275.000000 9.780618e-01
300.000000 9.692506e-01
325.000000 9.623922e-01
350.000000 9.574564e-01
375.000000 9.535355e-01
400.000000 9.495852e-01
425.000000 9.442282e-01
450.000000 9.360443e-01
475.000000 9.238313e-01
500.000000 9.062173e-01
525.000000 8.821422e-01
550.000000 8.501703e-01
575.000000 8.087305e-01
600.000000 7.547575e-01
